N,abs_value,bad_price_rows,calendar_close_clock,check,current_raw_symbol,detail,drop_reason,duplicate_rows,end_date,equation,expected_source_clock,gap_days,handling,include,item,missing_boundary_sources,newey_west_lag_rule,ny_date,p_close,p_close_minus_30,p_close_minus_60,p_open_plus_30,p_previous_close,prediction_date,previous_close_raw_symbol,previous_trade_date,record_type,rows,sample,severity,source_close_ts_new_york,source_close_ts_utc,start_date,status,symbol,trade_date,training_cutoff_date,utc_date,value,variable,weekday
,0.0159351145038167,,,,ESH8,,,,,,,,,,,,,,2578.25,2620.0,2623.5,2671.25,2679.0,,ESH8,,extreme_return,,,,,,,,ES.v.0,2018-02-08,,,-0.0159351145038167,LH,
,0.0158848349466368,,,,ESH0,,,,,,,,,,,,,,2973.75,3021.75,3031.25,3051.5,3116.25,,ESH0,,extreme_return,,,,,,,,ES.v.0,2020-02-27,,,-0.0158848349466368,LH,
,0.0158556273062731,,,,ESH2,,,,,,,,,,,,,,4404.75,4336.0,4308.25,4296.75,4385.5,,ESH2,,extreme_return,,,,,,,,ES.v.0,2022-01-24,,,0.0158556273062731,LH,
,0.0155079742708608,,,,ESH0,,,,,,,,,,,,,,2881.25,2837.25,2819.25,2820.75,2735.75,,ESH0,,extreme_return,,,,,,,,ES.v.0,2020-03-10,,,0.0155079742708608,LH,
,0.0142508143322475,,,,ESH9,,,,,,,,,,,,,,2491.0,2456.0,2428.5,2427.5,2468.25,,ESH9,,extreme_return,,,,,,,,ES.v.0,2018-12-27,,,0.0142508143322475,LH,
,0.0882047407687223,,,,NQH0,,,,,,,,,,,,,,6944.25,7252.75,7335.0,7241.25,7941.75,,NQH0,,extreme_return,,,,,,,,NQ.v.0,2020-03-16,,,-0.0882047407687223,ONFH,
,0.057220016618964,,,,NQZ2,,,,,,,,,,,,,,11628.75,11576.75,11525.0,11450.75,10831.0,,NQZ2,,extreme_return,,,,,,,,NQ.v.0,2022-11-10,,,0.057220016618964,ONFH,
,0.0541993561091488,,,,NQH0,,,,,,,,,,,,,,7260.5,7344.75,7385.25,7564.75,7998.25,,NQH0,,extreme_return,,,,,,,,NQ.v.0,2020-03-12,,,-0.0541993561091488,ONFH,
,0.0536468105065666,,,,NQH0,,,,,,,,,,,,,,7933.25,8053.0,8027.75,8070.5,8528.0,,NQH0,,extreme_return,,,,,,,,NQ.v.0,2020-03-09,,,-0.0536468105065666,ONFH,
,0.0491615717401408,,,,NQM0,,,,,,,,,,,,,,7533.5,7485.0,7466.0,7336.0,6992.25,,NQM0,,extreme_return,,,,,,,,NQ.v.0,2020-03-24,,,0.0491615717401408,ONFH,
,0.0448466298489587,,,,NQM0,,,,,,,,,,,,,,8053.5,7978.25,7954.5,7851.5,7514.5,,NQM0,,extreme_return,,,,,,,,NQ.v.0,2020-04-06,,,0.0448466298489587,ONFH,
,0.0444285629206122,,,,NQU5,,,,,,,,,,,,,,4031.0,4012.5,4034.75,4011.25,4197.75,,NQU5,,extreme_return,,,,,,,,NQ.v.0,2015-08-24,,,-0.0444285629206122,ONFH,
,0.0396834499369194,,,,NQU1,,,,,,,,,,,,,,2073.75,2066.5,2063.25,2093.25,2179.75,,NQU1,,extreme_return,,,,,,,,NQ.v.0,2011-08-18,,,-0.0396834499369194,ONFH,
,0.0391213359338296,,,,NQM5,,,,,,,,,,,,,,17239.5,17269.5,17439.5,18247.75,17560.75,,NQM5,,extreme_return,,,,,,,,NQ.v.0,2025-04-08,,,0.0391213359338296,ONFH,
,0.0383485681006761,,,,NQM5,,,,,,,,,,,,,,18685.75,18726.0,18850.25,18989.25,19746.5,,NQM5,,extreme_return,,,,,,,,NQ.v.0,2025-04-03,,,-0.0383485681006761,ONFH,
,0.0377992383025027,,,,NQM5,,,,,,,,,,,,,,18788.25,18774.5,18869.5,19074.75,18380.0,,NQM5,,extreme_return,,,,,,,,NQ.v.0,2025-04-23,,,0.0377992383025027,ONFH,
,0.0361780076504498,,,,NQU4,,,,,,,,,,,,,,18021.5,17982.75,17907.25,17889.5,18561.0,,NQU4,,extreme_return,,,,,,,,NQ.v.0,2024-08-05,,,-0.0361780076504498,ONFH,
,0.0356578891212495,,,,NQZ2,,,,,,,,,,,,,,11840.5,11830.75,11826.75,12133.25,11715.5,,NQZ2,,extreme_return,,,,,,,,NQ.v.0,2022-12-13,,,0.0356578891212495,ONFH,
,0.0347427863094829,,,,NQH0,,,,,,,,,,,,,,7941.75,7554.5,7498.25,7512.75,7260.5,,NQH0,,extreme_return,,,,,,,,NQ.v.0,2020-03-13,,,0.0347427863094829,ONFH,
,0.0341769668432411,,,,NQU2,,,,,,,,,,,,,,12040.75,12074.25,12134.0,12307.0,12742.5,,NQU2,,extreme_return,,,,,,,,NQ.v.0,2022-09-13,,,-0.0341769668432411,ONFH,
,0.0328645177025324,,,,NQH1,,,,,,,,,,,,,,12787.0,12848.75,12835.5,12704.75,12300.5,,NQH1,,extreme_return,,,,,,,,NQ.v.0,2021-03-09,,,0.0328645177025324,ONFH,
,0.0328563698671315,,,,NQM0,,,,,,,,,,,,,,8682.0,8676.5,8688.0,8589.75,8316.5,,NQM0,,extreme_return,,,,,,,,NQ.v.0,2020-04-14,,,0.0328563698671315,ONFH,
,0.0322925072940591,,,,NQM5,,,,,,,,,,,,,,20949.75,20884.0,20896.5,20786.5,20136.25,,NQM5,,extreme_return,,,,,,,,NQ.v.0,2025-05-12,,,0.0322925072940591,ONFH,
,0.0321116818453974,,,,NQH0,,,,,,,,,,,,,,8366.5,8236.75,8193.0,8188.0,7933.25,,NQH0,,extreme_return,,,,,,,,NQ.v.0,2020-03-10,,,0.0321116818453974,ONFH,
,0.03186410569557,,,,NQZ1,,,,,,,,,,,,,,2177.5,2157.25,2162.0,2180.0,2251.75,,NQZ1,,extreme_return,,,,,,,,NQ.v.0,2011-09-22,,,-0.03186410569557,ONFH,
,0.1107775747556483,,,,NQM5,,,,,,,,,,,,,,19269.5,19149.25,18775.25,17446.5,17239.5,,NQM5,,extreme_return,,,,,,,,NQ.v.0,2025-04-09,,,0.1107775747556483,ROD,
,0.0867566972014983,,,,NQH0,,,,,,,,,,,,,,6944.25,7252.75,7335.0,7241.25,7941.75,,NQH0,,extreme_return,,,,,,,,NQ.v.0,2020-03-16,,,-0.0867566972014983,ROD,
,0.0817053730503547,,,,NQH0,,,,,,,,,,,,,,7260.5,7344.75,7385.25,7564.75,7998.25,,NQH0,,extreme_return,,,,,,,,NQ.v.0,2020-03-12,,,-0.0817053730503547,ROD,
,0.0704708784725947,,,,NQM0,,,,,,,,,,,,,,7533.5,7485.0,7466.0,7336.0,6992.25,,NQM0,,extreme_return,,,,,,,,NQ.v.0,2020-03-24,,,0.0704708784725947,ROD,
,0.0688532914781645,,,,NQZ2,,,,,,,,,,,,,,11628.75,11576.75,11525.0,11450.75,10831.0,,NQZ2,,extreme_return,,,,,,,,NQ.v.0,2022-11-10,,,0.0688532914781645,ROD,
,0.0617140195621797,,,,NQM0,,,,,,,,,,,,,,8053.5,7978.25,7954.5,7851.5,7514.5,,NQM0,,extreme_return,,,,,,,,NQ.v.0,2020-04-06,,,0.0617140195621797,ROD,
,0.0599275844232616,,,,NQM2,,,,,,,,,,,,,,12858.75,12722.0,12819.5,13173.75,13533.0,,NQM2,,extreme_return,,,,,,,,NQ.v.0,2022-05-05,,,-0.0599275844232616,ROD,
,0.056557583612341,,,,NQH0,,,,,,,,,,,,,,7453.75,7337.0,7409.25,6982.5,6944.25,,NQH0,,extreme_return,,,,,,,,NQ.v.0,2020-03-17,,,0.056557583612341,ROD,
,0.0556988742964352,,,,NQH0,,,,,,,,,,,,,,7933.25,8053.0,8027.75,8070.5,8528.0,,NQH0,,extreme_return,,,,,,,,NQ.v.0,2020-03-09,,,-0.0556988742964352,ROD,
,0.0524426133019423,,,,NQU2,,,,,,,,,,,,,,12040.75,12074.25,12134.0,12307.0,12742.5,,NQU2,,extreme_return,,,,,,,,NQ.v.0,2022-09-13,,,-0.0524426133019423,ROD,
,0.0519554994838857,,,,NQU1,,,,,,,,,,,,,,2073.75,2066.5,2063.25,2093.25,2179.75,,NQU1,,extreme_return,,,,,,,,NQ.v.0,2011-08-18,,,-0.0519554994838857,ROD,
,0.0516800445648596,,,,NQM5,,,,,,,,,,,,,,18685.75,18726.0,18850.25,18989.25,19746.5,,NQM5,,extreme_return,,,,,,,,NQ.v.0,2025-04-03,,,-0.0516800445648596,ROD,
,0.0515790102083457,,,,NQM2,,,,,,,,,,,,,,11940.75,11915.25,11928.5,12299.5,12563.25,,NQM2,,extreme_return,,,,,,,,NQ.v.0,2022-05-18,,,-0.0515790102083457,ROD,
,0.0503324726061303,,,,NQM5,,,,,,,,,,,,,,17534.75,17745.25,17623.5,18195.5,18685.75,,NQM5,,extreme_return,,,,,,,,NQ.v.0,2025-04-04,,,-0.0503324726061303,ROD,
,0.0502597559502235,,,,NQU1,,,,,,,,,,,,,,2159.5,2173.25,2165.0,2103.75,2069.25,,NQU1,,extreme_return,,,,,,,,NQ.v.0,2011-08-11,,,0.0502597559502235,ROD,
,0.0493635331381103,,,,NQH0,,,,,,,,,,,,,,7998.25,7953.5,7978.5,8179.75,8366.5,,NQH0,,extreme_return,,,,,,,,NQ.v.0,2020-03-11,,,-0.0493635331381103,ROD,
,0.0475217274622736,,,,NQU2,,,,,,,,,,,,,,12615.5,12685.75,12580.0,12385.5,12110.25,,NQU2,,extreme_return,,,,,,,,NQ.v.0,2022-07-27,,,0.0475217274622736,ROD,
,0.0462110765481191,,,,NQM0,,,,,,,,,,,,,,7466.5,7435.5,7465.25,7590.5,7795.75,,NQM0,,extreme_return,,,,,,,,NQ.v.0,2020-04-01,,,-0.0462110765481191,ROD,
,0.0458237110459534,,,,NQM5,,,,,,,,,,,,,,18483.0,18386.5,18537.25,18661.75,19269.5,,NQM5,,extreme_return,,,,,,,,NQ.v.0,2025-04-10,,,-0.0458237110459534,ROD,
,0.0452395032525133,,,,NQM2,,,,,,,,,,,,,,11294.5,11301.5,11362.75,11484.75,11837.0,,NQM2,,extreme_return,,,,,,,,NQ.v.0,2022-06-13,,,-0.0452395032525133,ROD,
,0.0512608379111787,,,,NQH0,,,,,,,,,,,,,,7941.75,7554.5,7498.25,7512.75,7260.5,,NQH0,,extreme_return,,,,,,,,NQ.v.0,2020-03-13,,,0.0512608379111787,LH,
,0.0425355899486401,,,,NQH0,,,,,,,,,,,,,,6944.25,7252.75,7335.0,7241.25,7941.75,,NQH0,,extreme_return,,,,,,,,NQ.v.0,2020-03-16,,,-0.0425355899486401,LH,
,0.0262394195888755,,,,NQZ1,,,,,,,,,,,,,,2121.75,2067.5,2049.0,2053.5,2077.75,,NQZ1,,extreme_return,,,,,,,,NQ.v.0,2011-10-04,,,0.0262394195888755,LH,
,0.0259096100505792,,,,NQM0,,,,,,,,,,,,,,7462.75,7661.25,7682.5,7472.5,7533.5,,NQM0,,extreme_return,,,,,,,,NQ.v.0,2020-03-25,,,-0.0259096100505792,LH,
,0.025787284610814,,,,NQU1,,,,,,,,,,,,,,2158.0,2103.75,2067.5,2102.5,2059.5,,NQU1,,extreme_return,,,,,,,,NQ.v.0,2011-08-09,,,0.025787284610814,LH,
,0.0256039113512818,,,,NQM0,,,,,,,,,,,,,,7573.25,7772.25,7732.5,7634.0,7868.0,,NQM0,,extreme_return,,,,,,,,NQ.v.0,2020-03-27,,,-0.0256039113512818,LH,
,0.0223203335786117,,,,NQM0,,,,,,,,,,,,,,6975.5,7134.75,7099.0,7354.25,7268.5,,NQM0,,extreme_return,,,,,,,,NQ.v.0,2020-03-20,,,-0.0223203335786117,LH,
,0.0210975609756097,,,,NQU5,,,,,,,,,,,,,,4013.5,4100.0,4150.75,4156.75,4031.0,,NQU5,,extreme_return,,,,,,,,NQ.v.0,2015-08-25,,,-0.0210975609756097,LH,
,0.0203187653738585,,,,NQM0,,,,,,,,,,,,,,7268.5,7419.25,7424.75,7225.5,7206.75,,NQM0,,extreme_return,,,,,,,,NQ.v.0,2020-03-19,,,-0.0203187653738585,LH,
,0.0202743442870063,,,,NQH8,,,,,,,,,,,,,,6499.5,6634.0,6630.75,6746.25,6765.0,,NQH8,,extreme_return,,,,,,,,NQ.v.0,2018-02-05,,,-0.0202743442870063,LH,
,0.0198190435157259,,,,NQH0,,,,,,,,,,,,,,8876.25,8703.75,8611.5,8514.75,8432.25,,NQH0,,extreme_return,,,,,,,,NQ.v.0,2020-03-02,,,0.0198190435157259,LH,
,0.0194390286276856,,,,NQM3,,,,,,,,,,,,,,12699.0,12950.75,12921.75,12883.0,12877.25,,NQM3,,extreme_return,,,,,,,,NQ.v.0,2023-03-22,,,-0.0194390286276856,LH,
,0.0185422949449105,,,,NQH0,,,,,,,,,,,,,,8528.0,8372.75,8338.75,8418.25,8672.25,,NQH0,,extreme_return,,,,,,,,NQ.v.0,2020-03-06,,,0.0185422949449105,LH,
,0.017422825070159,,,,NQH8,,,,,,,,,,,,,,6302.25,6414.0,6421.0,6567.75,6579.5,,NQH8,,extreme_return,,,,,,,,NQ.v.0,2018-02-08,,,-0.017422825070159,LH,
,0.0168103918786158,,,,NQZ1,,,,,,,,,,,,,,2251.75,2290.25,2292.0,2310.0,2291.75,,NQZ1,,extreme_return,,,,,,,,NQ.v.0,2011-09-21,,,-0.0168103918786158,LH,
,0.0166339479772839,,,,NQH2,,,,,,,,,,,,,,14500.25,14263.0,14152.25,14096.5,14415.75,,NQH2,,extreme_return,,,,,,,,NQ.v.0,2022-01-24,,,0.0166339479772839,LH,
,0.0166109334108752,,,,NQM0,,,,,,,,,,,,,,6992.25,6878.0,6931.5,7030.5,6975.5,,NQM0,,extreme_return,,,,,,,,NQ.v.0,2020-03-23,,,0.0166109334108752,LH,
,0.0161144663317717,,,,NQM4,,,,,,,,,,,,,,17431.5,17717.0,17750.75,17475.0,17563.5,,NQM4,,extreme_return,,,,,,,,NQ.v.0,2024-05-01,,,-0.0161144663317717,LH,
,0.0159124982963063,,,,NQH0,,,,,,,,,,,,,,7453.75,7337.0,7409.25,6982.5,6944.25,,NQH0,,extreme_return,,,,,,,,NQ.v.0,2020-03-17,,,0.0159124982963063,LH,
,0.0157525723131088,,,,NQH0,,,,,,,,,,,,,,8366.5,8236.75,8193.0,8188.0,7933.25,,NQH0,,extreme_return,,,,,,,,NQ.v.0,2020-03-10,,,0.0157525723131088,LH,
,0.0679221193744015,,,,GCJ0,,,,,,,,,,,,,,1659.8,1656.8,1656.9,1672.9,1566.5,,GCJ0,,extreme_return,,,,,,,,GC.v.0,2020-03-24,,,0.0679221193744015,ONFH,
,0.0528461202504002,,,,GCQ3,,,,,,,,,,,,,,1285.9,1290.5,1290.7,1301.2,1373.8,,GCQ3,,extreme_return,,,,,,,,GC.v.0,2013-06-20,,,-0.0528461202504002,ONFH,
,0.0522353254713838,,,,GCM3,,,,,,,,,,,,,,1361.2,1371.1,1380.8,1422.5,1500.9,,GCM3,,extreme_return,,,,,,,,GC.v.0,2013-04-15,,,-0.0522353254713838,ONFH,
,0.051064840471855,,,,GCQ6,,,,,,,,,,,,,,1322.5,1319.4,1320.2,1327.6,1263.1,,GCQ6,,extreme_return,,,,,,,,GC.v.0,2016-06-24,,,0.051064840471855,ONFH,
,0.0461985620315128,,,,GCZ3,,,,,,,,,,,,,,1369.1,1371.1,1368.6,1367.8,1307.4,,GCZ3,,extreme_return,,,,,,,,GC.v.0,2013-09-19,,,0.0461985620315128,ONFH,
,0.0413107708836959,,,,GCQ1,,,,,,,,,,,,,,1775.0,1771.0,1771.9,1784.6,1861.5,,GCQ1,,extreme_return,,,,,,,,GC.v.0,2021-06-17,,,-0.0413107708836959,ONFH,
,0.0402735085628254,,,,GCZ1,,,,,,,,,,,,,,1651.6,1658.4,1659.1,1658.3,1594.1,,GCZ1,,extreme_return,,,,,,,,GC.v.0,2011-09-27,,,0.0402735085628254,ONFH,
,0.039933628318584,,,,GCZ1,,,,,,,,,,,,,,1740.8,1749.5,1742.2,1735.8,1808.0,,GCZ1,,extreme_return,,,,,,,,GC.v.0,2011-09-22,,,-0.039933628318584,ONFH,
,0.0347396176664469,,,,GCJ0,,,,,,,,,,,,,,1485.8,1508.5,1506.5,1464.3,1517.0,,GCJ0,,extreme_return,,,,,,,,GC.v.0,2020-03-16,,,-0.0347396176664469,ONFH,
,0.0336829558998809,,,,GCZ5,,,,,,,,,,,,,,4095.2,4101.5,4100.2,4053.7,4195.0,,GCZ5,,extreme_return,,,,,,,,GC.v.0,2025-11-14,,,-0.0336829558998809,ONFH,
,0.0328115844982004,,,,GCJ6,,,,,,,,,,,,,,1247.8,1248.4,1254.0,1233.9,1194.7,,GCJ6,,extreme_return,,,,,,,,GC.v.0,2016-02-11,,,0.0328115844982004,ONFH,
,0.0327461945632345,,,,GCM5,,,,,,,,,,,,,,3227.7,3228.4,3231.4,3234.4,3343.9,,GCM5,,extreme_return,,,,,,,,GC.v.0,2025-05-12,,,-0.0327461945632345,ONFH,
,0.031053268765133,,,,GCZ1,,,,,,,,,,,,,,1713.1,1719.4,1713.2,1703.3,1652.0,,GCZ1,,extreme_return,,,,,,,,GC.v.0,2011-08-08,,,0.031053268765133,ONFH,
,0.0302159926470587,,,,GCZ1,,,,,,,,,,,,,,1641.6,1653.5,1662.3,1688.2,1740.8,,GCZ1,,extreme_return,,,,,,,,GC.v.0,2011-09-23,,,-0.0302159926470587,ONFH,
,0.0300024392227009,,,,GCJ6,,,,,,,,,,,,,,1265.1,1266.5,1264.3,1266.8,1229.9,,GCJ6,,extreme_return,,,,,,,,GC.v.0,2016-03-17,,,0.0300024392227009,ONFH,
,0.0296620862104562,,,,GCZ5,,,,,,,,,,,,,,4110.7,4124.8,4129.4,4229.8,4359.1,,GCZ5,,extreme_return,,,,,,,,GC.v.0,2025-10-21,,,-0.0296620862104562,ONFH,
,0.0293909348441927,,,,GCJ2,,,,,,,,,,,,,,1642.7,1648.8,1642.6,1644.6,1694.4,,GCJ2,,extreme_return,,,,,,,,GC.v.0,2012-03-14,,,-0.0293909348441927,ONFH,
,0.0293401509617725,,,,GCJ0,,,,,,,,,,,,,,1595.0,1599.3,1599.0,1594.6,1642.8,,GCJ0,,extreme_return,,,,,,,,GC.v.0,2020-03-02,,,-0.0293401509617725,ONFH,
,0.0291676015256898,,,,GCZ0,,,,,,,,,,,,,,1382.6,1381.2,1378.8,1376.1,1337.1,,GCZ0,,extreme_return,,,,,,,,GC.v.0,2010-11-04,,,0.0291676015256898,ONFH,
,0.0287999999999999,,,,GCZ4,,,,,,,,,,,,,,2676.7,2672.0,2675.4,2670.8,2750.0,,GCZ4,,extreme_return,,,,,,,,GC.v.0,2024-11-06,,,-0.0287999999999999,ONFH,
,0.0864814444666535,,,,GCM3,,,,,,,,,,,,,,1361.2,1371.1,1380.8,1422.5,1500.9,,GCM3,,extreme_return,,,,,,,,GC.v.0,2013-04-15,,,-0.0864814444666535,ROD,
,0.0606347357693987,,,,GCQ3,,,,,,,,,,,,,,1285.9,1290.5,1290.7,1301.2,1373.8,,GCQ3,,extreme_return,,,,,,,,GC.v.0,2013-06-20,,,-0.0606347357693987,ROD,
,0.0576444302585381,,,,GCJ0,,,,,,,,,,,,,,1659.8,1656.8,1656.9,1672.9,1566.5,,GCJ0,,extreme_return,,,,,,,,GC.v.0,2020-03-24,,,0.0576444302585381,ROD,
,0.0537496272166273,,,,GCZ5,,,,,,,,,,,,,,4110.7,4124.8,4129.4,4229.8,4359.1,,GCZ5,,extreme_return,,,,,,,,GC.v.0,2025-10-21,,,-0.0537496272166273,ROD,
,0.050149356617647,,,,GCZ1,,,,,,,,,,,,,,1641.6,1653.5,1662.3,1688.2,1740.8,,GCZ1,,extreme_return,,,,,,,,GC.v.0,2011-09-23,,,-0.050149356617647,ROD,
,0.0496347228190803,,,,GCZ1,,,,,,,,,,,,,,1758.8,1769.2,1781.0,1835.9,1861.6,,GCZ1,,extreme_return,,,,,,,,GC.v.0,2011-08-24,,,-0.0496347228190803,ROD,
,0.0487226556524398,,,,GCZ3,,,,,,,,,,,,,,1369.1,1371.1,1368.6,1367.8,1307.4,,GCZ3,,extreme_return,,,,,,,,GC.v.0,2013-09-19,,,0.0487226556524398,ROD,
,0.0486686889113583,,,,GCJ0,,,,,,,,,,,,,,1566.5,1555.7,1550.7,1523.8,1483.5,,GCJ0,,extreme_return,,,,,,,,GC.v.0,2020-03-23,,,0.0486686889113583,ROD,
,0.0486167069567553,,,,GCQ1,,,,,,,,,,,,,,1775.0,1771.0,1771.9,1784.6,1861.5,,GCQ1,,extreme_return,,,,,,,,GC.v.0,2021-06-17,,,-0.0486167069567553,ROD,
,0.0450640476347418,,,,GCG6,,,,,,,,,,,,,,4345.5,4346.2,4347.2,4437.0,4551.3,,GCG6,,extreme_return,,,,,,,,GC.v.0,2025-12-29,,,-0.0450640476347418,ROD,
,0.0449485226416674,,,,GCJ6,,,,,,,,,,,,,,1247.8,1248.4,1254.0,1233.9,1194.7,,GCJ6,,extreme_return,,,,,,,,GC.v.0,2016-02-11,,,0.0449485226416674,ROD,
,0.0445728762568284,,,,GCQ6,,,,,,,,,,,,,,1322.5,1319.4,1320.2,1327.6,1263.1,,GCQ6,,extreme_return,,,,,,,,GC.v.0,2016-06-24,,,0.0445728762568284,ROD,
,0.0438364401683705,,,,GCG2,,,,,,,,,,,,,,1586.8,1590.1,1586.8,1630.7,1663.0,,GCG2,,extreme_return,,,,,,,,GC.v.0,2011-12-14,,,-0.0438364401683705,ROD,
,0.0422065668637563,,,,GCJ0,,,,,,,,,,,,,,1517.0,1522.7,1531.0,1591.5,1589.8,,GCJ0,,extreme_return,,,,,,,,GC.v.0,2020-03-13,,,-0.0422065668637563,ROD,
,0.0407990314769977,,,,GCZ1,,,,,,,,,,,,,,1713.1,1719.4,1713.2,1703.3,1652.0,,GCZ1,,extreme_return,,,,,,,,GC.v.0,2011-08-08,,,0.0407990314769977,ROD,
,0.0403362398845745,,,,GCZ1,,,,,,,,,,,,,,1651.6,1658.4,1659.1,1658.3,1594.1,,GCZ1,,extreme_return,,,,,,,,GC.v.0,2011-09-27,,,0.0403362398845745,ROD,
,0.039725798361478,,,,GCM5,,,,,,,,,,,,,,3077.3,3109.3,3102.3,3061.0,2990.5,,GCM5,,extreme_return,,,,,,,,GC.v.0,2025-04-09,,,0.039725798361478,ROD,
,0.0378347287019876,,,,GCM3,,,,,,,,,,,,,,1500.9,1505.5,1506.6,1535.8,1564.7,,GCM3,,extreme_return,,,,,,,,GC.v.0,2013-04-12,,,-0.0378347287019876,ROD,
,0.0368357803438006,,,,GCG1,,,,,,,,,,,,,,1836.7,1843.4,1843.1,1886.2,1913.9,,GCG1,,extreme_return,,,,,,,,GC.v.0,2021-01-08,,,-0.0368357803438006,ROD,
,0.0365151260974109,,,,GCJ2,,,,,,,,,,,,,,1711.6,1723.0,1729.9,1784.9,1788.3,,GCJ2,,extreme_return,,,,,,,,GC.v.0,2012-02-29,,,-0.0365151260974109,ROD,
,0.0150480609877361,,,,GCJ0,,,,,,,,,,,,,,1485.8,1508.5,1506.5,1464.3,1517.0,,GCJ0,,extreme_return,,,,,,,,GC.v.0,2020-03-16,,,-0.0150480609877361,LH,
,0.0102924358764908,,,,GCQ3,,,,,,,,,,,,,,1211.6,1224.2,1229.7,1231.4,1229.8,,GCQ3,,extreme_return,,,,,,,,GC.v.0,2013-06-27,,,-0.0102924358764908,LH,
,0.0102917055285756,,,,GCM5,,,,,,,,,,,,,,3077.3,3109.3,3102.3,3061.0,2990.5,,GCM5,,extreme_return,,,,,,,,GC.v.0,2025-04-09,,,-0.0102917055285756,LH,
,0.0094001025465733,,,,GCZ2,,,,,,,,,,,,,,1771.8,1755.3,1727.9,1734.9,1735.1,,GCZ2,,extreme_return,,,,,,,,GC.v.0,2012-09-13,,,0.0094001025465733,LH,
,0.0082625919637803,,,,GCZ1,,,,,,,,,,,,,,1752.4,1767.0,1770.9,1781.8,1785.7,,GCZ1,,extreme_return,,,,,,,,GC.v.0,2011-08-11,,,-0.0082625919637803,LH,
,0.0082249560632688,,,,GCZ0,,,,,,,,,,,,,,1410.8,1422.5,1423.1,1416.0,1403.5,,GCZ0,,extreme_return,,,,,,,,GC.v.0,2010-11-09,,,-0.0082249560632688,LH,
,0.0080660172488676,,,,GCM0,,,,,,,,,,,,,,1598.7,1611.7,1619.0,1621.8,1643.2,,GCM0,,extreme_return,,,,,,,,GC.v.0,2020-03-31,,,-0.0080660172488676,LH,
,0.007604088755921,,,,GCQ2,,,,,,,,,,,,,,1616.6,1604.4,1606.4,1605.9,1623.3,,GCQ2,,extreme_return,,,,,,,,GC.v.0,2012-06-20,,,0.007604088755921,LH,
,0.0072204799066442,,,,GCM3,,,,,,,,,,,,,,1361.2,1371.1,1380.8,1422.5,1500.9,,GCM3,,extreme_return,,,,,,,,GC.v.0,2013-04-15,,,-0.0072204799066442,LH,
,0.0071968551557303,,,,GCZ1,,,,,,,,,,,,,,1641.6,1653.5,1662.3,1688.2,1740.8,,GCZ1,,extreme_return,,,,,,,,GC.v.0,2011-09-23,,,-0.0071968551557303,LH,
,0.0071651976116007,,,,GCJ2,,,,,,,,,,,,,,1771.1,1758.5,1758.1,1753.6,1758.4,,GCJ2,,extreme_return,,,,,,,,GC.v.0,2012-02-22,,,0.0071651976116007,LH,
,0.0069422125088385,,,,GCJ0,,,,,,,,,,,,,,1566.5,1555.7,1550.7,1523.8,1483.5,,GCJ0,,extreme_return,,,,,,,,GC.v.0,2020-03-23,,,0.0069422125088385,LH,
,0.0069312396491443,,,,GCZ1,,,,,,,,,,,,,,1619.0,1630.3,1636.8,1649.2,1651.6,,GCZ1,,extreme_return,,,,,,,,GC.v.0,2011-09-28,,,-0.0069312396491443,LH,
,0.0069279216235129,,,,GCQ9,,,,,,,,,,,,,,1419.1,1429.0,1433.9,1428.7,1418.1,,GCQ9,,extreme_return,,,,,,,,GC.v.0,2019-06-25,,,-0.0069279216235129,LH,
,0.0068982922520399,,,,GCG7,,,,,,,,,,,,,,1196.9,1188.7,1184.2,1188.0,1185.9,,GCG7,,extreme_return,,,,,,,,GC.v.0,2017-01-11,,,0.0068982922520399,LH,
,0.0066190444983289,,,,GCZ9,,,,,,,,,,,,,,1515.8,1525.9,1531.4,1524.5,1525.7,,GCZ9,,extreme_return,,,,,,,,GC.v.0,2019-09-06,,,-0.0066190444983289,LH,
,0.0066163668020894,,,,GCJ2,,,,,,,,,,,,,,1711.6,1723.0,1729.9,1784.9,1788.3,,GCJ2,,extreme_return,,,,,,,,GC.v.0,2012-02-29,,,-0.0066163668020894,LH,
,0.0064134188455846,,,,GCQ8,,,,,,,,,,,,,,1224.0,1216.2,1216.6,1213.2,1228.0,,GCQ8,,extreme_return,,,,,,,,GC.v.0,2018-07-19,,,0.0064134188455846,LH,
,0.0062771285475793,,,,GCM1,,,,,,,,,,,,,,1506.9,1497.5,1496.5,1488.6,1501.1,,GCM1,,extreme_return,,,,,,,,GC.v.0,2011-05-12,,,0.0062771285475793,LH,
,0.0062126501390449,,,,GCG2,,,,,,,,,,,,,,1700.6,1690.1,1664.7,1654.8,1664.9,,GCG2,,extreme_return,,,,,,,,GC.v.0,2012-01-25,,,0.0062126501390449,LH,
,0.2853787433940106,,,,CLM0,,,,,,,,,,,,,,12.97,13.05,13.38,12.17,17.03,,CLM0,,extreme_return,,,,,,,,CL.v.0,2020-04-27,,,-0.2853787433940106,ONFH,
,0.2635467980295567,,,,CLM0,,,,,,,,,,,,,,11.56,9.46,11.6,14.95,20.3,,CLM0,,extreme_return,,,,,,,,CL.v.0,2020-04-21,,,-0.2635467980295567,ONFH,
